Nom,Dosage,Forme,Pr?sentation,Prix public,Prix hospitalier,DCI,Source
TELMYCOR PLUS,"40 mg/12,5 mg",Comprimés,B/30,"25,565","21,726",TELMISARTAN + HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
MICARDIS PLUS,"80 mg/12,5 mg",Comprimés,B/28,"57,020","22,562",TELMISARTAN + HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
TELMYCOR PLUS,"80 mg/12,5 mg",Comprimés,B/30,"28,460","24,174",TELMISARTAN + HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
MICARDIS PLUS,80 mg/25 mg,Comprimés,B/28,"64,650","22,539",TELMISARTAN + HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
TELMYCOR PLUS,80 mg/25 mg,Comprimés,B/30,"28,420","24,149",TELMISARTAN + HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
ODRIK,"0,5 mg",Gélules,B/28,"9,588","8,140",TRANDOLAPRIL,ballouchi.github.io/medoc
ODRIK,2 mg,Gélules,B/28,"19,586","16,636",TRANDOLAPRIL,ballouchi.github.io/medoc
ODRIK,4 mg,Gélules,B/28,"27,235","0,000",TRANDOLAPRIL,ballouchi.github.io/medoc
TAREG,40 mg,Comprimés pelliculés sécables,B/28,"20,590","0,000",VALSARTAN,ballouchi.github.io/medoc
VALSARTAN,80 mg,Comprimés pelliculés sécables,B/30,"26,050","0,000",VALSARTAN,ballouchi.github.io/medoc
RETA,80 mg,Comprimés pelliculés sécables,B/30,"20,155","14,561",VALSARTAN,ballouchi.github.io/medoc
TENSIOVALS 80,80 mg,Comprimés pelliculés,B/30,"20,885","14,561",VALSARTAN,ballouchi.github.io/medoc
VAL,80 mg,Comprimés pelliculés sécables,B/30,"21,375","14,561",VALSARTAN,ballouchi.github.io/medoc
ZARTEG,80 mg,Comprimés pelliculés sécables,B/30,"22,075","14,561",VALSARTAN,ballouchi.github.io/medoc
DIOSTAR,80 mg,Comprimés pelliculés,B/30,"26,345","14,561",VALSARTAN,ballouchi.github.io/medoc
TAREG,80 mg,Comprimés pelliculés,B/30,"38,955","14,561",VALSARTAN,ballouchi.github.io/medoc
ZARTEG,80 mg,Comprimés pelliculés sécables,B/90,"51,440","43,682",VALSARTAN,ballouchi.github.io/medoc
TAREG 80,80 mg,Comprimés pelliculés,B/90,"92,705","43,682",VALSARTAN,ballouchi.github.io/medoc
VALSARTAN,160 mg,Comprimés pelliculés sécables,B/30,"38,785","0,000",VALSARTAN,ballouchi.github.io/medoc
RETA,160 mg,Comprimés pelliculés,B/30,"31,035","22,287",VALSARTAN,ballouchi.github.io/medoc
TENSIOVALS 160,160 mg,Comprimés pelliculés,B/30,"31,245","22,287",VALSARTAN,ballouchi.github.io/medoc
VAL,160 mg,Comprimés pelliculés,B/30,"31,940","22,287",VALSARTAN,ballouchi.github.io/medoc
ZARTEG,160 mg,Comprimés pelliculés,B/30,"32,845","22,287",VALSARTAN,ballouchi.github.io/medoc
DIOSTAR,160 mg,Comprimés pelliculés,B/30,"41,220","22,287",VALSARTAN,ballouchi.github.io/medoc
TAREG 160,160 mg,Comprimés pelliculés,B/30,"59,755","22,287",VALSARTAN,ballouchi.github.io/medoc
ZARTEG,160 mg,Comprimés pelliculés,B/90,"78,735","66,861",VALSARTAN,ballouchi.github.io/medoc
TAREG 160,160 mg,Comprimés pelliculés,B/90,"142,995","66,861",VALSARTAN,ballouchi.github.io/medoc
CO-VALSARTAN,"80 mg/12,5 mg",Comprimés pelliculés,B/30,"26,785","0,000",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
RETAZID,"80 mg/12,5 mg",Comprimés pelliculés,B/30,"21,800","17,799",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
BIVAL,"80 mg/12,5 mg",Comprimés pelliculés,B/30,"22,070","17,799",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
DIOSTAR -PLUS,"80 mg/12,5 mg",Comprimés pelliculés,B/30,"28,450","17,799",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COTAREG,"80 mg/12,5 mg",Comprimés pelliculés,B/30,"38,955","17,799",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
RETAZID,"80 mg/12,5 mg",Comprimés pelliculés,B/90,"62,820","53,397",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COTAREG,"80 mg/12,5 mg",Comprimés pelliculés,B/90,"95,460","53,397",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COTAREG,"160 mg/12,5 mg",Comprimés pelliculés,B/28,"57,295","26,013",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
BIVAL,"160 mg/12,5 mg",Comprimés pelliculés,B/30,"32,810","27,872",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-VALSARTAN,160 mg/25 mg,Comprimés pelliculés,B/30,"47,310","0,000",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
BIVAL,160 mg/25 mg,Comprimés pelliculés,B/30,"33,115","27,413",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
RETAZID,160 mg/25 mg,Comprimés pelliculés,B/30,"33,115","27,413",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
DIOSTAR -PLUS,160 mg/25 mg,Comprimés pelliculés,B/30,"46,570","27,413",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COTAREG,160 mg/25 mg,Comprimés pelliculés,B/30,"61,370","27,413",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
RETAZID,160 mg/25 mg,Comprimés pelliculés,B/90,"96,820","82,238",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COTAREG,160 mg/25 mg,Comprimés pelliculés,B/90,"152,140","82,238",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
BIVAL,320 mg/25 mg,Comprimés pelliculés,B/28,"49,600","0,000",VALSARTAN / HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
ENTRESTO,50 mg,Comprimés pelliculés,B/28,"136,670","0,000",VALSARTAN+SACUBITRIL,ballouchi.github.io/medoc
SACUVAL 50,"24,3 mg/25,7 mg",Comprimés pelliculés,B/30,"101,920","0,000",VALSARTAN+SACUBITRIL,ballouchi.github.io/medoc
ENTRESTO,100 mg,Comprimés pelliculés,B/56,"273,285","0,000",VALSARTAN+SACUBITRIL,ballouchi.github.io/medoc
SACUVAL 100,"48,6 mg/51,4 mg",Comprimés pelliculés,B/60,"203,500","0,000",VALSARTAN+SACUBITRIL,ballouchi.github.io/medoc
ENTRESTO,200 mg,Comprimés pelliculés,B/56,"273,285","0,000",VALSARTAN+SACUBITRIL,ballouchi.github.io/medoc
SACUVAL 200,"97,2 mg/102,8 mg",Comprimés pelliculés,B/60,"203,500","0,000",VALSARTAN+SACUBITRIL,ballouchi.github.io/medoc
ZANTIPRES,"7,5 mg",Comprimés pelliculés,B/12,"12,956","11,006",ZOFENOPRIL,ballouchi.github.io/medoc
ZANTIPRES,30 mg,Comprimés pelliculés,B/28,"20,346","17,279",ZOFENOPRIL,ballouchi.github.io/medoc
ZANTIPRIDE,"30 mg/12,5 mg",Comprimés pelliculés,B/28,"20,247","17,207",ZOFENOPRIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
LIPTA,5 mg/10 mg,Comprimés pelliculés,B/30,"29,155","24,761",AMLODIPINE+ATORVASTATINE,ballouchi.github.io/medoc
CADUET,5 mg/10 mg,Comprimés pelliculés,B/30,"42,020","24,761",AMLODIPINE+ATORVASTATINE,ballouchi.github.io/medoc
LIPTA,10 mg/10 mg,Comprimés pelliculés,B/30,"29,155","24,761",AMLODIPINE+ATORVASTATINE,ballouchi.github.io/medoc
CADUET,10 mg/10 mg,Comprimés pelliculés,B/30,"42,020","24,761",AMLODIPINE+ATORVASTATINE,ballouchi.github.io/medoc
ATOR,10 mg,Comprimés pelliculés,B/28,"26,270","11,638",ATORVASTATINE,ballouchi.github.io/medoc
TAHOR,10 mg,Comprimés pelliculés,B/28,"32,550","11,638",ATORVASTATINE,ballouchi.github.io/medoc
CHOLDOWN,10 mg,Comprimés pelliculés,B/30,"15,460","12,470",ATORVASTATINE,ballouchi.github.io/medoc
ATROVAST 10,10 mg,Comprimés pelliculés,B/30,"15,640","12,470",ATORVASTATINE,ballouchi.github.io/medoc
CHOLESTYL,10 mg,Comprimés pelliculés,B/30,"15,640","12,470",ATORVASTATINE,ballouchi.github.io/medoc
TORVA,10 mg,Comprimés pelliculés,B/30,"15,670","12,470",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR,10 mg,Comprimés pelliculés,B/30,"15,785","12,470",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,10 mg,Comprimés pelliculés,B/30,"17,980","12,470",ATORVASTATINE,ballouchi.github.io/medoc
TAVASTOR,10 mg,Comprimés pelliculés,FL/30,"19,410","12,470",ATORVASTATINE,ballouchi.github.io/medoc
ATORVEX,10 mg,Comprimés pelliculés,FL/30,"21,700","12,470",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,10 mg,Comprimés pelliculés,B/30,"26,045","12,470",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,10 mg,Comprimés pelliculés,B/56,"32,180","23,276",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,10 mg,Comprimés pelliculés,B/60,"33,895","24,939",ATORVASTATINE,ballouchi.github.io/medoc
ATROVAST 10,10 mg,Comprimés pelliculés,B/90,"44,040","37,409",ATORVASTATINE,ballouchi.github.io/medoc
CHOLDOWN,10 mg,Comprimés pelliculés,B/90,"44,040","37,409",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR,10 mg,Comprimés pelliculés,B/90,"44,040","37,409",ATORVASTATINE,ballouchi.github.io/medoc
CHOLESTYL,10 mg,Comprimés pelliculés,B/90,"44,340","37,409",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,10 mg,Comprimés pelliculés,B/90,"45,665","37,409",ATORVASTATINE,ballouchi.github.io/medoc
TAVASTOR,10 mg,Comprimés pelliculés,FL/90,"45,665","37,409",ATORVASTATINE,ballouchi.github.io/medoc
TORVA,10 mg,Comprimés pelliculés,B/90,"47,080","37,409",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,10 mg,Comprimés pelliculés,B/90,"48,300","37,409",ATORVASTATINE,ballouchi.github.io/medoc
ATORVEX,10 mg,Comprimés pelliculés,FL/90,"53,840","37,409",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,10 mg,Comprimés pelliculés,B/91,"47,600","37,824",ATORVASTATINE,ballouchi.github.io/medoc
TAHOR,10 mg,Comprimés pelliculés,B/91,"94,120","37,824",ATORVASTATINE,ballouchi.github.io/medoc
TAHOR,20 mg,Comprimés pelliculés,B/28,"45,275","15,327",ATORVASTATINE,ballouchi.github.io/medoc
CHOLDOWN,20 mg,Comprimés pelliculés,B/30,"20,155","16,422",ATORVASTATINE,ballouchi.github.io/medoc
TORVA,20 mg,Comprimés pelliculés,B/30,"20,455","16,422",ATORVASTATINE,ballouchi.github.io/medoc
CHOLESTYL,20 mg,Comprimés pelliculés,B/30,"20,595","16,422",ATORVASTATINE,ballouchi.github.io/medoc
ATROVAST 20,20 mg,Comprimés pelliculés sécables,B/30,"20,600","16,422",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR,20 mg,Comprimés pelliculés sécables,B/30,"20,600","16,422",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,20 mg,Comprimés pelliculés,B/30,"22,000","16,422",ATORVASTATINE,ballouchi.github.io/medoc
TAVASTOR,20 mg,Comprimés pelliculés sécables,FL/30,"22,000","16,422",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,20 mg,Comprimés pelliculés,B/30,"32,865","16,422",ATORVASTATINE,ballouchi.github.io/medoc
ATORVEX,20 mg,Comprimés pelliculés,FL/30,"34,580","16,422",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,20 mg,Comprimés pelliculés,B/60,"47,920","32,844",ATORVASTATINE,ballouchi.github.io/medoc
ATROVAST 20,20 mg,Comprimés pelliculés sécables,B/90,"58,040","49,266",ATORVASTATINE,ballouchi.github.io/medoc
CHOLDOWN,20 mg,Comprimés pelliculés,B/90,"58,040","49,266",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR,20 mg,Comprimés pelliculés sécables,B/90,"58,040","49,266",ATORVASTATINE,ballouchi.github.io/medoc
CHOLESTYL,20 mg,Comprimés pelliculés,B/90,"58,540","49,266",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,20 mg,Comprimés pelliculés,B/90,"59,795","49,266",ATORVASTATINE,ballouchi.github.io/medoc
TAVASTOR,20 mg,Comprimés pelliculés sécables,FL/90,"59,795","49,266",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,20 mg,Comprimés pelliculés,B/90,"64,895","49,266",ATORVASTATINE,ballouchi.github.io/medoc
TORVA,20 mg,Comprimés pelliculés,B/90,"68,295","49,266",ATORVASTATINE,ballouchi.github.io/medoc
ATORVEX,20 mg,Comprimés pelliculés,FL/90,"70,195","49,266",ATORVASTATINE,ballouchi.github.io/medoc
TAHOR,20 mg,Comprimés pelliculés,B/91,"94,120","49,813",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,40 mg,Comprimés pelliculés sécables,B/28,"51,035","17,898",ATORVASTATINE,ballouchi.github.io/medoc
TAHOR,40 mg,Comprimés pelliculés,B/28,"55,355","17,898",ATORVASTATINE,ballouchi.github.io/medoc
CHOLDOWN 40,40 mg,Comprimés pelliculés,B/30,"28,365","19,176",ATORVASTATINE,ballouchi.github.io/medoc
TORVA,40 mg,Comprimés pelliculés,B/30,"28,555","19,176",ATORVASTATINE,ballouchi.github.io/medoc
ATROVAST 40,40 mg,Comprimés pelliculés sécables,B/30,"28,695","19,176",ATORVASTATINE,ballouchi.github.io/medoc
CHOLESTYL,40 mg,Comprimés pelliculés,B/30,"28,695","19,176",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR,40 mg,Comprimés pelliculés sécables,B/30,"28,720","19,176",ATORVASTATINE,ballouchi.github.io/medoc
TAVASTOR,40 mg,Comprimés pelliculés,FL/30,"28,740","19,176",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,40 mg,Comprimés pelliculés,B/30,"32,760","19,176",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,40 mg,Comprimés pelliculés sécables,B/30,"35,240","19,176",ATORVASTATINE,ballouchi.github.io/medoc
ATORVEX,40 mg,Comprimés pelliculés,FL/30,"45,035","19,176",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,40 mg,Comprimés pelliculés sécables,B/56,"61,010","35,795",ATORVASTATINE,ballouchi.github.io/medoc
ATROVAST 40,40 mg,Comprimés pelliculés sécables,B/90,"67,740","57,528",ATORVASTATINE,ballouchi.github.io/medoc
CHOLDOWN 40,40 mg,Comprimés pelliculés,B/90,"67,740","57,528",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR,40 mg,Comprimés pelliculés sécables,B/90,"67,740","57,528",ATORVASTATINE,ballouchi.github.io/medoc
TAVASTOR,40 mg,Comprimés pelliculés,FL/90,"67,740","57,528",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,40 mg,Comprimés pelliculés sécables,B/90,"81,240","57,528",ATORVASTATINE,ballouchi.github.io/medoc
CHOLESTYL,40 mg,Comprimés pelliculés,B/90,"81,735","57,528",ATORVASTATINE,ballouchi.github.io/medoc
TORVA,40 mg,Comprimés pelliculés,B/90,"85,035","57,528",ATORVASTATINE,ballouchi.github.io/medoc
ATORVEX,40 mg,Comprimés pelliculés,FL/90,"101,080","57,528",ATORVASTATINE,ballouchi.github.io/medoc
TAHOR,40 mg,Comprimés pelliculés,B/91,"94,120","58,167",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,40 mg,Comprimés pelliculés,B/92,"95,080","58,806",ATORVASTATINE,ballouchi.github.io/medoc
TAHOR,80 mg,Comprimés pelliculés,B/28,"24,105","19,897",ATORVASTATINE,ballouchi.github.io/medoc
CHOLDOWN 80,80 mg,Comprimés pelliculés,B/30,"34,020","21,318",ATORVASTATINE,ballouchi.github.io/medoc
TORVA,80 mg,Comprimés pelliculés,B/30,"34,025","21,318",ATORVASTATINE,ballouchi.github.io/medoc
STATINOR,80 mg,Comprimés pelliculés,B/30,"37,620","21,318",ATORVASTATINE,ballouchi.github.io/medoc
ATROVAST 80,80 mg,Comprimés pelliculés sécables,B/30,"39,600","21,318",ATORVASTATINE,ballouchi.github.io/medoc
CHOLESTYL,80 mg,Comprimés pelliculés,B/30,"39,600","21,318",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR 80,80 mg,Comprimés pelliculés sécables,B/30,"39,600","21,318",ATORVASTATINE,ballouchi.github.io/medoc
TAVASTOR,80 mg,Comprimés pelliculés,Fl/30,"39,610","21,318",ATORVASTATINE,ballouchi.github.io/medoc
ATOR,80 mg,Comprimés pelliculés,B/30,"45,240","21,318",ATORVASTATINE,ballouchi.github.io/medoc
LAPTOR 80,80 mg,Comprimés pelliculés sécables,B/90,"101,580","63,954",ATORVASTATINE,ballouchi.github.io/medoc
LIPANOR,100 mg,Gélules,B/30,"7,252","6,146",CIPROFIBRATE,ballouchi.github.io/medoc
EZEMIB,10 mg,Comprimés,B/30,"47,240","0,000",EZETIMIBE,ballouchi.github.io/medoc
HYPOLIP,160 mg,Comprimés enrobés sécables,B/30,"10,775","9,155",FENOFIBRATE,ballouchi.github.io/medoc
LIPANTHYL,160 mg,Comprimés pelliculés,B/30,"26,370","9,155",FENOFIBRATE,ballouchi.github.io/medoc
FENOTHYL,160 mg,Comprimés pelliculés,B/32,"13,500","9,765",FENOFIBRATE,ballouchi.github.io/medoc
HYPOLIP,200 mg,Gélules,B/30,"11,145","7,115",FENOFIBRATE,ballouchi.github.io/medoc
FENOLIP,200 mg,Gélules,B/30,"11,950","7,115",FENOFIBRATE,ballouchi.github.io/medoc
ANTILIP,200 mg,Gélules,B/30,"15,955","7,115",FENOFIBRATE,ballouchi.github.io/medoc
FENOLIP,200 mg,Gélules,B/90,"25,160","21,344",FENOFIBRATE,ballouchi.github.io/medoc
LIPANTHYL 300,300 mg,Gélules,B/30,"10,140","8,619",FENOFIBRATE,ballouchi.github.io/medoc
FLECAV,100 mg,Comprimés sécables,B/30,"24,900","0,000",FLECAINIDE,ballouchi.github.io/medoc
FLUVASTA,40 mg,Gélules,FL/30,"24,895","21,140",FLUVASTATINE,ballouchi.github.io/medoc
LESCOL,80 mg,Comprimés à libération prolongée,B/28,"41,485","35,248",FLUVASTATINE,ballouchi.github.io/medoc
PRAVASTATINE SANOFI,20 mg,Comprimés sécables,B/28,"42,955","27,798",PRAVASTATINE,ballouchi.github.io/medoc
PRAVAST,20 mg,Comprimés sécables,B/30,"35,065","29,784",PRAVASTATINE,ballouchi.github.io/medoc
ROSUVANS,5 mg,Comprimés pelliculés,B/30,"14,280","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
ROVASTINE,5 mg,Comprimés pelliculés,B/30,"14,280","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
ROSULIP,5 mg,Comprimés pelliculés,B/30,"15,230","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVASCOR,5 mg,Comprimés pelliculés,B/30,"15,230","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
ROZUVIE 5,5 mg,Comprimés pelliculés,B/30,"15,545","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVAST 5,5 mg,Comprimés pelliculés,B/30,"15,555","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
NEACREST,5 mg,Comprimés pelliculés,B/30,"17,670","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
SUPERSTAT,5 mg,Comprimés pelliculés,B/30,"18,895","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
VISSEN,5 mg,Comprimés pelliculés,B/30,"19,825","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
CRESTOR,5 mg,Comprimés pelliculés,B/30,"44,375","11,628",ROSUVASTATINE,ballouchi.github.io/medoc
ROVASTINE,5 mg,Comprimés pelliculés,B/90,"41,100","34,884",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVASCOR,5 mg,Comprimés pelliculés,B/90,"42,440","34,884",ROSUVASTATINE,ballouchi.github.io/medoc
NEACREST,5 mg,Comprimés pelliculés,B/90,"51,240","34,884",ROSUVASTATINE,ballouchi.github.io/medoc
VISSEN,5 mg,Comprimés pelliculés,B/90,"51,720","34,884",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVANS,10 mg,Comprimés pelliculés,B/30,"16,890","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROVASTINE,10 mg,Comprimés pelliculés,B/30,"16,890","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROCOR 10,10 mg,Comprimés pelliculés,B/30,"16,920","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROSULIP,10 mg,Comprimés pelliculés,B/30,"18,790","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVASCOR,10 mg,Comprimés pelliculés,B/30,"18,790","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROSACT,10 mg,Comprimés pelliculés,B/30,"18,960","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROZUVIE 10,10 mg,Comprimés pelliculés,B/30,"19,455","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVAST 10,10 mg,Comprimés pelliculés,B/30,"19,660","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
NEACREST,10 mg,Comprimés pelliculés,B/30,"19,740","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVASTATINE SANOFI,10 mg,Comprimés pelliculés sécables,B/30,"21,720","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
VISSEN,10 mg,Comprimés pelliculés,B/30,"27,595","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
SUPERSTAT,10 mg,Comprimés pelliculés,B/30,"35,370","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
CRESTOR,10 mg,Comprimés pelliculés,B/30,"53,200","13,770",ROSUVASTATINE,ballouchi.github.io/medoc
ROCOR 10,10 mg,Comprimés pelliculés,B/90,"48,240","41,004",ROSUVASTATINE,ballouchi.github.io/medoc
ROVASTINE,10 mg,Comprimés pelliculés,B/90,"48,660","41,310",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVASCOR,10 mg,Comprimés pelliculés,B/90,"50,240","41,310",ROSUVASTATINE,ballouchi.github.io/medoc
ROZUVIE 10,10 mg,Comprimés pelliculés,B/90,"50,240","41,310",ROSUVASTATINE,ballouchi.github.io/medoc
NEACREST,10 mg,Comprimés pelliculés,B/90,"58,240","41,310",ROSUVASTATINE,ballouchi.github.io/medoc
SUPERSTAT,10 mg,Comprimés pelliculés,B/90,"72,190","41,310",ROSUVASTATINE,ballouchi.github.io/medoc
VISSEN,10 mg,Comprimés pelliculés,B/90,"72,190","41,310",ROSUVASTATINE,ballouchi.github.io/medoc
ROCOR 20,20 mg,Comprimés pelliculés,B/30,"25,230","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVANS,20 mg,Comprimés pelliculés,B/30,"25,230","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROVASTINE,20 mg,Comprimés pelliculés,B/30,"25,230","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROSULIP,20 mg,Comprimés pelliculés,B/30,"28,470","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVASCOR,20 mg,Comprimés pelliculés,B/30,"28,470","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROZUVIE 20,20 mg,Comprimés pelliculés,B/30,"28,555","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROSACT,20 mg,Comprimés pelliculés,B/30,"32,590","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVAST 20,20 mg,Comprimés pelliculés,B/30,"34,160","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
NEACREST,20 mg,Comprimés pelliculés,B/30,"38,240","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
VISSEN,20 mg,Comprimés pelliculés,B/30,"38,440","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
SUPERSTAT,20 mg,Comprimés pelliculés,B/30,"50,565","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
CRESTOR,20 mg,Comprimés pelliculés,B/30,"75,815","20,655",ROSUVASTATINE,ballouchi.github.io/medoc
ROCOR 20,20 mg,Comprimés pelliculés,B/90,"70,240","59,704",ROSUVASTATINE,ballouchi.github.io/medoc
ROVASTINE,20 mg,Comprimés pelliculés,B/90,"72,960","61,965",ROSUVASTATINE,ballouchi.github.io/medoc
ROSUVASCOR,20 mg,Comprimés pelliculés,B/90,"75,240","61,965",ROSUVASTATINE,ballouchi.github.io/medoc
ROZUVIE 20,20 mg,Comprimés pelliculés,B/90,"75,240","61,965",ROSUVASTATINE,ballouchi.github.io/medoc
NEACREST,20 mg,Comprimés pelliculés,B/90,"102,240","61,965",ROSUVASTATINE,ballouchi.github.io/medoc
SUPERSTAT,20 mg,Comprimés pelliculés,B/90,"103,365","61,965",ROSUVASTATINE,ballouchi.github.io/medoc
VISSEN,20 mg,Comprimés pelliculés,B/90,"103,365","61,965",ROSUVASTATINE,ballouchi.github.io/medoc
VASCOR,10 mg,Comprimés enrobés sécables,B/30,"15,525","13,184",SIMVASTATINE,ballouchi.github.io/medoc
LIPICARD,20 mg,Comprimés pelliculés sécables,B/28,"24,090","11,234",SIMVASTATINE,ballouchi.github.io/medoc
ZOVATIN 20,20 mg,Comprimés pelliculés sécables,B/30,"17,835","12,036",SIMVASTATINE,ballouchi.github.io/medoc
SIMVAX,20 mg,Comprimés pelliculés sécables,B/30,"18,065","12,036",SIMVASTATINE,ballouchi.github.io/medoc
SIMVASTATINE ZENTIVA,20 mg,Comprimés pelliculés,B/30,"19,850","12,036",SIMVASTATINE,ballouchi.github.io/medoc
REDULIP 20,20 mg,Comprimés pelliculés sécables,B/30,"31,305","12,036",SIMVASTATINE,ballouchi.github.io/medoc
VASCOR,20 mg,Comprimés enrobés sécables,B/30,"33,000","12,036",SIMVASTATINE,ballouchi.github.io/medoc
LIPICARD,20 mg,Comprimés pelliculés sécables,B/56,"31,895","22,467",SIMVASTATINE,ballouchi.github.io/medoc
ZOVATIN 20,20 mg,Comprimés pelliculés sécables,B/60,"34,310","24,072",SIMVASTATINE,ballouchi.github.io/medoc
ZOVATIN 20,20 mg,Comprimés pelliculés sécables,B/90,"46,270","36,108",SIMVASTATINE,ballouchi.github.io/medoc
REDULIP 20,20 mg,Comprimés pelliculés sécables,B/90,"48,360","36,108",SIMVASTATINE,ballouchi.github.io/medoc
VASCOR,20 mg,Comprimés pelliculés sécables,B/90,"50,870","36,108",SIMVASTATINE,ballouchi.github.io/medoc
LIPICARD,20 mg,Comprimés pelliculés sécables,B/98,"46,270","39,318",SIMVASTATINE,ballouchi.github.io/medoc
LIPICARD,40 mg,Comprimés pelliculés sécables,B/28,"31,140","15,113",SIMVASTATINE,ballouchi.github.io/medoc
SIVASTYN,40 mg,Comprimés pelliculés sécables,B/30,"19,735","16,192",SIMVASTATINE,ballouchi.github.io/medoc
ZOVATIN 40,40 mg,Comprimés pelliculés,B/30,"24,385","16,192",SIMVASTATINE,ballouchi.github.io/medoc
